Vardas         Pavarde             p1   p2   p3   p4   p5   p6   p7   p8   p9   p10  p11  p12  p13  p14  p15  egz  
Vardas1328     Pavarde1328         9    1    5    8    7    6    4    10   9    4    4    8    5    3    4    5    
Vardas1329     Pavarde1329         8    5    4    8    10   9    3    2    4    8    2    4    10   5    4    7    
Vardas1330     Pavarde1330         8    5    10   5    7    1    3    8    7    4    2    4    5    3    4    8    
Vardas1331     Pavarde1331         9    10   10   9    5    9    6    9    5    4    1    3    7    6    5    6    
Vardas1332     Pavarde1332         1    7    10   10   8    3    5    7    8    4    1    10   8    9    7    6    
Vardas1333     Pavarde1333         4    4    2    8    10   4    2    2    7    5    10   6    7    6    5    7    
Vardas1334     Pavarde1334         6    4    2    3    8    7    2    3    10   5    1    7    4    7    7    1    
Vardas1335     Pavarde1335         2    10   4    9    4    5    8    6    3    2    10   9    4    9    3    3    
Vardas1336     Pavarde1336         4    2    10   4    8    1    4    10   2    1    1    7    4    3    4    1    
Vardas1337     Pavarde1337         8    7    10   8    4    8    2    1    7    10   7    9    5    1    5    4    
Vardas1338     Pavarde1338         1    7    6    9    3    1    9    5    5    7    10   10   6    6    4    7    
Vardas1339     Pavarde1339         1    1    10   7    3    6    2    5    8    9    10   9    1    6    1    6    
Vardas1340     Pavarde1340         9    8    6    3    4    2    9    5    5    8    4    7    1    7    9    2    
Vardas1341     Pavarde1341         10   2    8    3    3    6    2    2    2    4    8    1    6    8    4    5    
Vardas1342     Pavarde1342         1    4    6    1    4    9    6    8    6    10   4    10   3    5    9    2    
Vardas1343     Pavarde1343         5    1    6    1    1    4    6    5    5    2    1    7    1    1    1    8    
Vardas1344     Pavarde1344         8    6    4    9    2    7    6    2    1    6    2    1    1    6    10   5    
Vardas1345     Pavarde1345         5    9    4    5    3    9    9    7    6    1    4    7    8    5    2    4    
Vardas1346     Pavarde1346         10   6    10   5    9    8    3    1    7    6    8    4    10   10   2    1    
Vardas1347     Pavarde1347         5    5    8    7    4    9    7    8    10   5    1    6    8    5    10   7    
Vardas1348     Pavarde1348         3    1    7    9    3    1    8    6    4    10   8    8    6    3    10   7    
Vardas1349     Pavarde1349         10   5    9    6    4    1    8    10   9    9    4    5    9    2    3    1    
Vardas1350     Pavarde1350         8    4    3    6    1    1    3    5    7    4    6    10   8    8    2    10   
Vardas1351     Pavarde1351         9    7    5    4    9    6    9    1    7    10   6    1    10   9    9    10   
Vardas1352     Pavarde1352         1    1    7    8    1    4    6    4    9    1    10   8    4    7    6    6    
Vardas1353     Pavarde1353         3    9    3    7    7    6    8    6    9    7    3    9    6    10   10   3    
Vardas1354     Pavarde1354         1    5    4    3    6    3    1    6    9    5    2    2    3    2    8    9    
Vardas1355     Pavarde1355         7    5    4    2    9    2    3    1    9    6    2    2    6    5    6    1    
Vardas1356     Pavarde1356         9    2    10   8    6    8    10   4    6    4    7    10   7    6    4    1    
Vardas1357     Pavarde1357         3    1    4    5    7    9    8    4    6    3    1    7    3    7    3    4    
Vardas1358     Pavarde1358         2    1    5    2    8    9    1    4    6    7    9    1    5    9    4    3    
Vardas1359     Pavarde1359         2    3    1    7    5    1    10   2    4    8    1    3    5    5    3    8    
Vardas1360     Pavarde1360         1    5    10   1    1    9    8    2    5    9    3    6    8    10   2    7    
Vardas1361     Pavarde1361         2    5    6    4    5    2    9    2    3    9    4    3    3    2    4    7    
Vardas1362     Pavarde1362         3    8    4    9    7    6    4    9    4    4    4    3    9    4    5    7    
Vardas1363     Pavarde1363         6    9    6    6    10   2    9    2    3    4    2    3    7    2    7    6    
Vardas1364     Pavarde1364         5    8    7    7    1    6    1    5    7    1    4    2    1    5    1    4    
Vardas1365     Pavarde1365         4    4    5    2    9    10   7    8    8    1    1    5    4    3    6    3    
Vardas1366     Pavarde1366         9    8    8    1    9    5    7    2    1    3    9    5    5    4    4    3    
Vardas1367     Pavarde1367         10   9    4    10   1    10   9    4    1    8    7    9    2    7    9    4    
Vardas1368     Pavarde1368         6    1    7    5    8    4    10   10   9    10   2    3    4    10   2    8    
Vardas1369     Pavarde1369         10   5    3    2    7    6    3    1    3    9    1    6    2    4    4    2    
Vardas1370     Pavarde1370         2    2    2    5    6    4    10   2    4    5    8    6    4    2    3    1    
Vardas1371     Pavarde1371         3    6    4    3    5    1    1    6    5    2    6    7    1    2    7    7    
Vardas1372     Pavarde1372         9    10   3    4    2    3    9    5    9    5    7    4    2    4    7    7    
Vardas1373     Pavarde1373         3    4    7    9    9    2    5    10   9    1    10   6    7    9    4    2    
Vardas1374     Pavarde1374         10   7    2    8    1    6    7    7    7    2    8    2    1    6    4    2    
Vardas1375     Pavarde1375         10   8    2    8    8    9    8    10   8    2    2    1    9    7    3    9    
Vardas1376     Pavarde1376         2    9    1    3    8    8    10   6    7    10   1    7    2    3    2    8    
Vardas1377     Pavarde1377         4    1    1    1    4    4    3    2    3    8    8    8    9    10   1    2    
Vardas1378     Pavarde1378         1    3    4    3    10   9    4    8    9    2    10   7    2    10   4    5    
Vardas1379     Pavarde1379         10   2    5    8    6    4    8    8    1    8    2    6    8    7    4    10   
Vardas1380     Pavarde1380         7    10   10   10   7    8    8    2    4    5    7    2    6    5    6    2    
Vardas1381     Pavarde1381         4    7    2    2    1    6    4    5    9    9    2    9    6    7    8    1    
Vardas1382     Pavarde1382         9    3    5    5    4    3    6    4    7    6    10   4    9    1    3    8    
Vardas1383     Pavarde1383         4    1    3    3    4    1    5    8    9    5    6    1    6    1    1    4    
Vardas1384     Pavarde1384         7    6    8    5    3    1    2    6    5    8    5    9    2    1    2    1    
Vardas1385     Pavarde1385         10   7    1    5    6    2    7    7    6    10   8    5    3    7    7    7    
Vardas1386     Pavarde1386         10   1    10   1    4    9    8    2    7    5    10   7    9    1    7    5    
Vardas1387     Pavarde1387         9    3    10   1    1    5    2    4    2    7    9    4    6    3    4    8    
Vardas1388     Pavarde1388         1    8    5    9    6    1    6    8    4    5    8    4    9    4    4    8    
Vardas1389     Pavarde1389         9    10   6    1    2    2    4    8    3    3    9    2    6    10   8    8    
Vardas1390     Pavarde1390         7    1    5    5    10   6    2    7    3    7    9    4    10   1    8    5    
Vardas1391     Pavarde1391         7    2    7    10   1    2    7    5    4    4    7    5    3    3    1    9    
Vardas1392     Pavarde1392         9    10   9    8    3    1    4    2    5    6    7    3    6    8    5    6    
Vardas1393     Pavarde1393         9    5    1    10   5    4    2    3    2    7    8    6    4    9    5    5    
Vardas1394     Pavarde1394         2    2    8    8    10   4    9    2    6    6    6    3    10   4    8    7    
Vardas1395     Pavarde1395         6    6    9    5    2    1    3    9    10   1    2    1    9    5    3    3    
Vardas1396     Pavarde1396         3    10   8    3    1    3    7    1    3    8    6    1    3    8    1    7    
Vardas1397     Pavarde1397         5    1    1    10   3    7    7    5    1    8    7    4    1    7    7    8    
Vardas1398     Pavarde1398         10   3    4    2    8    3    10   3    8    9    9    2    9    4    3    3    
Vardas1399     Pavarde1399         7    10   3    9    9    6    3    3    9    5    6    3    10   9    8    5    
Vardas1400     Pavarde1400         4    5    2    3    6    8    10   6    1    7    1    10   5    10   6    5    
Vardas1401     Pavarde1401         5    3    8    8    8    2    3    8    4    9    10   1    9    8    1    2    
Vardas1402     Pavarde1402         4    1    10   9    9    4    3    5    9    9    1    5    1    7    4    9    
Vardas1403     Pavarde1403         6    9    6    6    8    3    5    2    7    2    5    7    1    7    7    3    
Vardas1404     Pavarde1404         5    3    8    8    10   1    3    5    3    4    10   8    6    6    3    8    
Vardas1405     Pavarde1405         7    5    3    4    6    3    5    2    8    5    10   5    2    8    5    8    
Vardas1406     Pavarde1406         6    2    10   8    8    6    10   8    5    2    4    1    10   2    7    2    
Vardas1407     Pavarde1407         10   9    9    7    6    8    1    2    4    8    7    3    9    9    1    1    
Vardas1408     Pavarde1408         4    1    6    4    5    1    2    6    4    3    2    8    2    4    7    5    
Vardas1409     Pavarde1409         6    10   5    9    7    4    6    4    6    8    8    7    4    9    4    5    
Vardas1410     Pavarde1410         10   8    2    6    1    9    9    3    2    2    6    9    7    2    1    5    
Vardas1411     Pavarde1411         2    9    5    6    10   9    6    7    7    10   5    6    2    2    5    10   
Vardas1412     Pavarde1412         3    6    4    3    3    7    4    8    6    4    10   7    3    8    2    5    
Vardas1413     Pavarde1413         5    10   3    8    8    10   9    3    4    6    8    10   7    10   8    2    
Vardas1414     Pavarde1414         2    3    1    9    1    4    3    8    6    10   10   3    6    1    5    2    
Vardas1415     Pavarde1415         6    2    6    5    4    2    9    4    5    5    3    1    8    3    2    3    
Vardas1416     Pavarde1416         3    2    9    4    10   2    8    5    5    7    2    5    9    10   10   2    
Vardas1417     Pavarde1417         4    9    8    10   1    10   10   9    9    10   6    4    4    10   9    6    
Vardas1418     Pavarde1418         1    8    4    3    5    7    9    1    4    3    9    3    2    7    5    1    
Vardas1419     Pavarde1419         8    4    3    10   6    10   10   7    4    9    1    2    2    8    1    7    
Vardas1420     Pavarde1420         5    1    2    6    3    6    2    6    4    4    5    3    8    7    10   7    
Vardas1421     Pavarde1421         4    2    9    10   2    6    1    6    5    2    1    7    5    7    1    8    
Vardas1422     Pavarde1422         6    10   5    7    7    4    9    8    2    1    7    6    6    5    1    5    
Vardas1423     Pavarde1423         1    9    10   9    5    3    3    6    2    1    10   9    7    3    1    6    
Vardas1424     Pavarde1424         9    8    1    7    8    8    2    4    10   7    6    9    5    5    3    5    
Vardas1425     Pavarde1425         1    2    7    5    2    2    6    7    8    10   7    5    5    4    2    4    
